RULE	POSITIVE_EXAMPLE	ENTITIES	RELATIONS
?e <created> ?b ?e <isMarriedTo> ?a => ?a <created> ?b	<Sylvia_Anderson> <created> <Stingray_(TV_series)> <Sylvia_Anderson> <isMarriedTo> <Gerry_Anderson> => <Gerry_Anderson> <created> <Stingray_(TV_series)>	<Gerry_Anderson> <Stingray_(TV_series)> <Sylvia_Anderson>	<isMarriedTo> <created>
?e <created> ?b ?e <isMarriedTo> ?a => ?a <created> ?b	<Sylvia_Anderson> <created> <Joe_90> <Sylvia_Anderson> <isMarriedTo> <Gerry_Anderson> => <Gerry_Anderson> <created> <Joe_90>	<Gerry_Anderson> <Joe_90> <Sylvia_Anderson>	<isMarriedTo> <created>
?e <created> ?b ?e <isMarriedTo> ?a => ?a <created> ?b	<Sylvia_Anderson> <created> <Trapped_in_the_Sky> <Sylvia_Anderson> <isMarriedTo> <Gerry_Anderson> => <Gerry_Anderson> <created> <Trapped_in_the_Sky>	<Gerry_Anderson> <Trapped_in_the_Sky> <Sylvia_Anderson>	<isMarriedTo> <created>
?e <created> ?b ?e <isMarriedTo> ?a => ?a <created> ?b	<Sylvia_Anderson> <created> <Supercar_(TV_series)> <Sylvia_Anderson> <isMarriedTo> <Gerry_Anderson> => <Gerry_Anderson> <created> <Supercar_(TV_series)>	<Gerry_Anderson> <Supercar_(TV_series)> <Sylvia_Anderson>	<isMarriedTo> <created>
?e <created> ?b ?e <isMarriedTo> ?a => ?a <created> ?b	<Sylvia_Anderson> <created> <The_Mysterons_(Captain_Scarlet_episode)> <Sylvia_Anderson> <isMarriedTo> <Gerry_Anderson> => <Gerry_Anderson> <created> <The_Mysterons_(Captain_Scarlet_episode)>	<Gerry_Anderson> <The_Mysterons_(Captain_Scarlet_episode)> <Sylvia_Anderson>	<isMarriedTo> <created>
?e <created> ?b ?e <isMarriedTo> ?a => ?a <created> ?b	<Jacques_Feyder> <created> <Faces_of_Children> <Jacques_Feyder> <isMarriedTo> <Françoise_Rosay> => <Françoise_Rosay> <created> <Faces_of_Children>	<Faces_of_Children> <Françoise_Rosay> <Jacques_Feyder>	<isMarriedTo> <created>
?e <created> ?b ?e <isMarriedTo> ?a => ?a <created> ?b	<Véra_Clouzot> <created> <La_Vérité_(film)> <Véra_Clouzot> <isMarriedTo> <Henri-Georges_Clouzot> => <Henri-Georges_Clouzot> <created> <La_Vérité_(film)>	<Véra_Clouzot> <La_Vérité_(film)> <Henri-Georges_Clouzot>	<isMarriedTo> <created>
?e <created> ?b ?e <isMarriedTo> ?a => ?a <created> ?b	<Gerry_Anderson> <created> <UFO_(TV_series)> <Gerry_Anderson> <isMarriedTo> <Sylvia_Anderson> => <Sylvia_Anderson> <created> <UFO_(TV_series)>	<Gerry_Anderson> <UFO_(TV_series)> <Sylvia_Anderson>	<isMarriedTo> <created>
?e <created> ?b ?e <isMarriedTo> ?a => ?a <created> ?b	<Gerry_Anderson> <created> <The_Protectors> <Gerry_Anderson> <isMarriedTo> <Sylvia_Anderson> => <Sylvia_Anderson> <created> <The_Protectors>	<Gerry_Anderson> <The_Protectors> <Sylvia_Anderson>	<isMarriedTo> <created>
?e <created> ?b ?e <isMarriedTo> ?a => ?a <created> ?b	<Gerry_Anderson> <created> <Fireball_XL5> <Gerry_Anderson> <isMarriedTo> <Sylvia_Anderson> => <Sylvia_Anderson> <created> <Fireball_XL5>	<Gerry_Anderson> <Fireball_XL5> <Sylvia_Anderson>	<isMarriedTo> <created>
?e <created> ?b ?e <isMarriedTo> ?a => ?a <created> ?b	<Gerry_Anderson> <created> <The_Most_Special_Agent> <Gerry_Anderson> <isMarriedTo> <Sylvia_Anderson> => <Sylvia_Anderson> <created> <The_Most_Special_Agent>	<Gerry_Anderson> <The_Most_Special_Agent> <Sylvia_Anderson>	<isMarriedTo> <created>
?e <created> ?b ?e <isMarriedTo> ?a => ?a <created> ?b	<Gerry_Anderson> <created> <Thunderbirds_(TV_series)> <Gerry_Anderson> <isMarriedTo> <Sylvia_Anderson> => <Sylvia_Anderson> <created> <Thunderbirds_(TV_series)>	<Gerry_Anderson> <Thunderbirds_(TV_series)> <Sylvia_Anderson>	<isMarriedTo> <created>
?e <created> ?b ?e <isMarriedTo> ?a => ?a <created> ?b	<Gerry_Anderson> <created> <Captain_Scarlet_vs_the_Mysterons> <Gerry_Anderson> <isMarriedTo> <Sylvia_Anderson> => <Sylvia_Anderson> <created> <Captain_Scarlet_vs_the_Mysterons>	<Gerry_Anderson> <Captain_Scarlet_vs_the_Mysterons> <Sylvia_Anderson>	<isMarriedTo> <created>
?e <created> ?b ?e <isMarriedTo> ?a => ?a <created> ?b	<Gerry_Anderson> <created> <The_Secret_Service> <Gerry_Anderson> <isMarriedTo> <Sylvia_Anderson> => <Sylvia_Anderson> <created> <The_Secret_Service>	<Gerry_Anderson> <The_Secret_Service> <Sylvia_Anderson>	<isMarriedTo> <created>
?e <created> ?b ?e <isMarriedTo> ?a => ?a <created> ?b	<Gerry_Anderson> <created> <Revenge_of_the_Mysterons_from_Mars> <Gerry_Anderson> <isMarriedTo> <Sylvia_Anderson> => <Sylvia_Anderson> <created> <Revenge_of_the_Mysterons_from_Mars>	<Gerry_Anderson> <Sylvia_Anderson> <Revenge_of_the_Mysterons_from_Mars>	<isMarriedTo> <created>
?e <created> ?b ?e <isMarriedTo> ?a => ?a <created> ?b	<Gerry_Anderson> <created> <Stingray_(TV_series)> <Gerry_Anderson> <isMarriedTo> <Sylvia_Anderson> => <Sylvia_Anderson> <created> <Stingray_(TV_series)>	<Gerry_Anderson> <Stingray_(TV_series)> <Sylvia_Anderson>	<isMarriedTo> <created>
?e <created> ?b ?e <isMarriedTo> ?a => ?a <created> ?b	<Gerry_Anderson> <created> <Joe_90> <Gerry_Anderson> <isMarriedTo> <Sylvia_Anderson> => <Sylvia_Anderson> <created> <Joe_90>	<Gerry_Anderson> <Joe_90> <Sylvia_Anderson>	<isMarriedTo> <created>
?e <created> ?b ?e <isMarriedTo> ?a => ?a <created> ?b	<Gerry_Anderson> <created> <Trapped_in_the_Sky> <Gerry_Anderson> <isMarriedTo> <Sylvia_Anderson> => <Sylvia_Anderson> <created> <Trapped_in_the_Sky>	<Gerry_Anderson> <Trapped_in_the_Sky> <Sylvia_Anderson>	<isMarriedTo> <created>
?e <created> ?b ?e <isMarriedTo> ?a => ?a <created> ?b	<Gerry_Anderson> <created> <Supercar_(TV_series)> <Gerry_Anderson> <isMarriedTo> <Sylvia_Anderson> => <Sylvia_Anderson> <created> <Supercar_(TV_series)>	<Gerry_Anderson> <Supercar_(TV_series)> <Sylvia_Anderson>	<isMarriedTo> <created>
?e <created> ?b ?e <isMarriedTo> ?a => ?a <created> ?b	<Gerry_Anderson> <created> <The_Mysterons_(Captain_Scarlet_episode)> <Gerry_Anderson> <isMarriedTo> <Sylvia_Anderson> => <Sylvia_Anderson> <created> <The_Mysterons_(Captain_Scarlet_episode)>	<Gerry_Anderson> <The_Mysterons_(Captain_Scarlet_episode)> <Sylvia_Anderson>	<isMarriedTo> <created>
?e <created> ?b ?e <isMarriedTo> ?a => ?a <created> ?b	<Henri-Georges_Clouzot> <created> <La_Vérité_(film)> <Henri-Georges_Clouzot> <isMarriedTo> <Véra_Clouzot> => <Véra_Clouzot> <created> <La_Vérité_(film)>	<Henri-Georges_Clouzot> <Véra_Clouzot> <La_Vérité_(film)>	<isMarriedTo> <created>
?e <created> ?b ?e <isMarriedTo> ?a => ?a <created> ?b	<Françoise_Rosay> <created> <Faces_of_Children> <Françoise_Rosay> <isMarriedTo> <Jacques_Feyder> => <Jacques_Feyder> <created> <Faces_of_Children>	<Jacques_Feyder> <Françoise_Rosay> <Faces_of_Children>	<isMarriedTo> <created>
?e <created> ?b ?e <isMarriedTo> ?a => ?a <created> ?b	<Alan_Moore> <created> <Lost_Girls> <Alan_Moore> <isMarriedTo> <Melinda_Gebbie> => <Melinda_Gebbie> <created> <Lost_Girls>	<Lost_Girls> <Alan_Moore> <Melinda_Gebbie>	<isMarriedTo> <created>
?e <created> ?b ?e <isMarriedTo> ?a => ?a <created> ?b	<Linda_Thompson_(actress)> <created> <Love_Lights_the_World> <Linda_Thompson_(actress)> <isMarriedTo> <David_Foster> => <David_Foster> <created> <Love_Lights_the_World>	<David_Foster> <Linda_Thompson_(actress)> <Love_Lights_the_World>	<isMarriedTo> <created>
?e <created> ?b ?e <isMarriedTo> ?a => ?a <created> ?b	<Linda_Thompson_(actress)> <created> <Voices_That_Care> <Linda_Thompson_(actress)> <isMarriedTo> <David_Foster> => <David_Foster> <created> <Voices_That_Care>	<David_Foster> <Linda_Thompson_(actress)> <Voices_That_Care>	<isMarriedTo> <created>
?e <created> ?b ?e <isMarriedTo> ?a => ?a <created> ?b	<Linda_Thompson_(actress)> <created> <Grown-Up_Christmas_List> <Linda_Thompson_(actress)> <isMarriedTo> <David_Foster> => <David_Foster> <created> <Grown-Up_Christmas_List>	<David_Foster> <Linda_Thompson_(actress)> <Grown-Up_Christmas_List>	<isMarriedTo> <created>
?e <created> ?b ?e <isMarriedTo> ?a => ?a <created> ?b	<Linda_Thompson_(actress)> <created> <The_Power_of_the_Dream> <Linda_Thompson_(actress)> <isMarriedTo> <David_Foster> => <David_Foster> <created> <The_Power_of_the_Dream>	<David_Foster> <Linda_Thompson_(actress)> <The_Power_of_the_Dream>	<isMarriedTo> <created>
?e <created> ?b ?e <isMarriedTo> ?a => ?a <created> ?b	<Linda_Thompson_(actress)> <created> <I_Have_Nothing> <Linda_Thompson_(actress)> <isMarriedTo> <David_Foster> => <David_Foster> <created> <I_Have_Nothing>	<David_Foster> <Linda_Thompson_(actress)> <I_Have_Nothing>	<isMarriedTo> <created>
?a <created> ?f ?b <created> ?f => ?a <influences> ?b	<J._R._R._Tolkien> <created> <The_Children_of_Húrin> <Christopher_Tolkien> <created> <The_Children_of_Húrin> => <J._R._R._Tolkien> <influences> <Christopher_Tolkien>	<The_Children_of_Húrin> <J._R._R._Tolkien> <Christopher_Tolkien>	<influences> <created>
?a <created> ?f ?b <created> ?f => ?a <influences> ?b	<J._R._R._Tolkien> <created> <Unfinished_Tales> <Christopher_Tolkien> <created> <Unfinished_Tales> => <J._R._R._Tolkien> <influences> <Christopher_Tolkien>	<J._R._R._Tolkien> <Christopher_Tolkien> <Unfinished_Tales>	<influences> <created>
?a <created> ?f ?b <created> ?f => ?a <influences> ?b	<Paul_Whitehouse> <created> <Harry_&_Paul> <Harry_Enfield> <created> <Harry_&_Paul> => <Paul_Whitehouse> <influences> <Harry_Enfield>	<Harry_&_Paul> <Harry_Enfield> <Paul_Whitehouse>	<influences> <created>
?a <created> ?f ?b <created> ?f => ?a <influences> ?b	<Terry_Pratchett> <created> <Good_Omens> <Neil_Gaiman> <created> <Good_Omens> => <Terry_Pratchett> <influences> <Neil_Gaiman>	<Neil_Gaiman> <Terry_Pratchett> <Good_Omens>	<influences> <created>
?a <created> ?f ?b <created> ?f => ?a <influences> ?b	<Arthur_C._Clarke> <created> <Firstborn_(novel)> <Stephen_Baxter> <created> <Firstborn_(novel)> => <Arthur_C._Clarke> <influences> <Stephen_Baxter>	<Stephen_Baxter> <Arthur_C._Clarke> <Firstborn_(novel)>	<influences> <created>
?a <created> ?f ?b <created> ?f => ?a <influences> ?b	<Arthur_C._Clarke> <created> <Time's_Eye_(novel)> <Stephen_Baxter> <created> <Time's_Eye_(novel)> => <Arthur_C._Clarke> <influences> <Stephen_Baxter>	<Stephen_Baxter> <Arthur_C._Clarke> <Time's_Eye_(novel)>	<influences> <created>
?a <created> ?f ?b <created> ?f => ?a <influences> ?b	<Arthur_C._Clarke> <created> <The_Light_of_Other_Days> <Stephen_Baxter> <created> <The_Light_of_Other_Days> => <Arthur_C._Clarke> <influences> <Stephen_Baxter>	<The_Light_of_Other_Days> <Arthur_C._Clarke> <Stephen_Baxter>	<influences> <created>
?a <created> ?f ?b <created> ?f => ?a <influences> ?b	<Arthur_C._Clarke> <created> <Sunstorm_(novel)> <Stephen_Baxter> <created> <Sunstorm_(novel)> => <Arthur_C._Clarke> <influences> <Stephen_Baxter>	<Stephen_Baxter> <Arthur_C._Clarke> <Sunstorm_(novel)>	<influences> <created>
?a <created> ?f ?b <created> ?f => ?a <influences> ?b	<Jorge_Luis_Borges> <created> <Invasión> <Adolfo_Bioy_Casares> <created> <Invasión> => <Jorge_Luis_Borges> <influences> <Adolfo_Bioy_Casares>	<Invasión> <Adolfo_Bioy_Casares> <Jorge_Luis_Borges>	<influences> <created>
?a <created> ?f ?b <created> ?f => ?a <influences> ?b	<Jorge_Luis_Borges> <created> <The_Others_(1974_film)> <Adolfo_Bioy_Casares> <created> <The_Others_(1974_film)> => <Jorge_Luis_Borges> <influences> <Adolfo_Bioy_Casares>	<Adolfo_Bioy_Casares> <The_Others_(1974_film)> <Jorge_Luis_Borges>	<influences> <created>
?a <created> ?f ?b <created> ?f => ?a <influences> ?b	<Neil_Gaiman> <created> <MirrorMask> <Dave_McKean> <created> <MirrorMask> => <Neil_Gaiman> <influences> <Dave_McKean>	<MirrorMask> <Dave_McKean> <Neil_Gaiman>	<influences> <created>
?a <created> ?f ?b <created> ?f => ?a <influences> ?b	<Stephen_King> <created> <Quicksilver_Highway> <Clive_Barker> <created> <Quicksilver_Highway> => <Stephen_King> <influences> <Clive_Barker>	<Clive_Barker> <Stephen_King> <Quicksilver_Highway>	<influences> <created>
?a <created> ?f ?b <created> ?f => ?a <influences> ?b	<Spike_Milligan> <created> <The_Marty_Feldman_Comedy_Machine> <Marty_Feldman> <created> <The_Marty_Feldman_Comedy_Machine> => <Spike_Milligan> <influences> <Marty_Feldman>	<Spike_Milligan> <Marty_Feldman> <The_Marty_Feldman_Comedy_Machine>	<influences> <created>
?a <created> ?f ?b <created> ?f => ?a <influences> ?b	<Jon_Stewart> <created> <The_Colbert_Report> <Stephen_Colbert> <created> <The_Colbert_Report> => <Jon_Stewart> <influences> <Stephen_Colbert>	<The_Colbert_Report> <Jon_Stewart> <Stephen_Colbert>	<influences> <created>
?a <created> ?f ?b <created> ?f => ?a <influences> ?b	<Jack_Williamson> <created> <Undersea_Trilogy> <Frederik_Pohl> <created> <Undersea_Trilogy> => <Jack_Williamson> <influences> <Frederik_Pohl>	<Jack_Williamson> <Undersea_Trilogy> <Frederik_Pohl>	<influences> <created>
?a <created> ?f ?b <created> ?f => ?a <influences> ?b	<Franz_Kafka> <created> <The_Trial_(1993_film)> <Harold_Pinter> <created> <The_Trial_(1993_film)> => <Franz_Kafka> <influences> <Harold_Pinter>	<Harold_Pinter> <Franz_Kafka> <The_Trial_(1993_film)>	<influences> <created>
?a <created> ?f ?b <created> ?f => ?a <influences> ?b	<Marcel_Proust> <created> <Remembrance_of_Things_Past_(play)> <Harold_Pinter> <created> <Remembrance_of_Things_Past_(play)> => <Marcel_Proust> <influences> <Harold_Pinter>	<Remembrance_of_Things_Past_(play)> <Marcel_Proust> <Harold_Pinter>	<influences> <created>
?a <created> ?e ?e <hasChild> ?b => ?a <created> ?b	<Tony_McHale> <created> <Carol_Jackson> <Carol_Jackson> <hasChild> <Billie_Jackson> => <Tony_McHale> <created> <Billie_Jackson>	<Carol_Jackson> <Billie_Jackson> <Tony_McHale>	<created> <hasChild>
?a <created> ?e ?e <hasChild> ?b => ?a <created> ?b	<Tony_McHale> <created> <Carol_Jackson> <Carol_Jackson> <hasChild> <Sonia_Fowler> => <Tony_McHale> <created> <Sonia_Fowler>	<Carol_Jackson> <Tony_McHale> <Sonia_Fowler>	<created> <hasChild>
?a <participatedIn> ?f ?b <participatedIn> ?f => ?a <participatedIn> ?b	<Cuba> <participatedIn> <Invasion_of_Grenada> <Caribbean_Peace_Force> <participatedIn> <Invasion_of_Grenada> => <Cuba> <participatedIn> <Caribbean_Peace_Force>	<Cuba> <Invasion_of_Grenada> <Caribbean_Peace_Force>	<participatedIn>
?a <participatedIn> ?f ?b <participatedIn> ?f => ?a <participatedIn> ?b	<Saint_Lucia> <participatedIn> <Invasion_of_Grenada> <Caribbean_Peace_Force> <participatedIn> <Invasion_of_Grenada> => <Saint_Lucia> <participatedIn> <Caribbean_Peace_Force>	<Caribbean_Peace_Force> <Invasion_of_Grenada> <Saint_Lucia>	<participatedIn>
?a <participatedIn> ?f ?b <participatedIn> ?f => ?a <participatedIn> ?b	<Dominica> <participatedIn> <Invasion_of_Grenada> <Caribbean_Peace_Force> <participatedIn> <Invasion_of_Grenada> => <Dominica> <participatedIn> <Caribbean_Peace_Force>	<Dominica> <Invasion_of_Grenada> <Caribbean_Peace_Force>	<participatedIn>
?e <actedIn> ?b ?e <isMarriedTo> ?a => ?a <created> ?b	<Jane_Birkin> <actedIn> <The_Pirate_(1984_film)> <Jane_Birkin> <isMarriedTo> <Jacques_Doillon> => <Jacques_Doillon> <created> <The_Pirate_(1984_film)>	<The_Pirate_(1984_film)> <Jacques_Doillon> <Jane_Birkin>	<isMarriedTo> <actedIn> <created>
?e <actedIn> ?b ?e <isMarriedTo> ?a => ?a <created> ?b	<Jane_Birkin> <actedIn> <Je_t'aime..._moi_non_plus_(film)> <Jane_Birkin> <isMarriedTo> <Serge_Gainsbourg> => <Serge_Gainsbourg> <created> <Je_t'aime..._moi_non_plus_(film)>	<Je_t'aime..._moi_non_plus_(film)> <Serge_Gainsbourg> <Jane_Birkin>	<isMarriedTo> <actedIn> <created>
?e <actedIn> ?b ?e <isMarriedTo> ?a => ?a <created> ?b	<Emma_Thompson> <actedIn> <Henry_V_(1989_film)> <Emma_Thompson> <isMarriedTo> <Kenneth_Branagh> => <Kenneth_Branagh> <created> <Henry_V_(1989_film)>	<Emma_Thompson> <Henry_V_(1989_film)> <Kenneth_Branagh>	<isMarriedTo> <actedIn> <created>
?e <actedIn> ?b ?e <isMarriedTo> ?a => ?a <created> ?b	<Annette_Bening> <actedIn> <Love_Affair_(1994_film)> <Annette_Bening> <isMarriedTo> <Warren_Beatty> => <Warren_Beatty> <created> <Love_Affair_(1994_film)>	<Love_Affair_(1994_film)> <Annette_Bening> <Warren_Beatty>	<isMarriedTo> <actedIn> <created>
?e <actedIn> ?b ?e <isMarriedTo> ?a => ?a <created> ?b	<Marilyn_Monroe> <actedIn> <Let's_Make_Love> <Marilyn_Monroe> <isMarriedTo> <Arthur_Miller> => <Arthur_Miller> <created> <Let's_Make_Love>	<Let's_Make_Love> <Marilyn_Monroe> <Arthur_Miller>	<isMarriedTo> <actedIn> <created>
?e <actedIn> ?b ?e <isMarriedTo> ?a => ?a <created> ?b	<Marilyn_Monroe> <actedIn> <The_Misfits_(film)> <Marilyn_Monroe> <isMarriedTo> <Arthur_Miller> => <Arthur_Miller> <created> <The_Misfits_(film)>	<The_Misfits_(film)> <Arthur_Miller> <Marilyn_Monroe>	<isMarriedTo> <actedIn> <created>
?e <actedIn> ?b ?e <isMarriedTo> ?a => ?a <created> ?b	<Françoise_Rosay> <actedIn> <Carnival_in_Flanders_(film)> <Françoise_Rosay> <isMarriedTo> <Jacques_Feyder> => <Jacques_Feyder> <created> <Carnival_in_Flanders_(film)>	<Carnival_in_Flanders_(film)> <Françoise_Rosay> <Jacques_Feyder>	<isMarriedTo> <actedIn> <created>
?e <actedIn> ?b ?e <isMarriedTo> ?a => ?a <created> ?b	<Françoise_Rosay> <actedIn> <Le_Grand_Jeu_(1934_film)> <Françoise_Rosay> <isMarriedTo> <Jacques_Feyder> => <Jacques_Feyder> <created> <Le_Grand_Jeu_(1934_film)>	<Le_Grand_Jeu_(1934_film)> <Françoise_Rosay> <Jacques_Feyder>	<isMarriedTo> <actedIn> <created>
?e <actedIn> ?b ?e <isMarriedTo> ?a => ?a <created> ?b	<Columba_Domínguez> <actedIn> <Río_Escondido_(1948_film)> <Columba_Domínguez> <isMarriedTo> <Emilio_Fernández> => <Emilio_Fernández> <created> <Río_Escondido_(1948_film)>	<Columba_Domínguez> <Río_Escondido_(1948_film)> <Emilio_Fernández>	<isMarriedTo> <actedIn> <created>
?e <actedIn> ?b ?e <isMarriedTo> ?a => ?a <created> ?b	<Columba_Domínguez> <actedIn> <Pueblerina> <Columba_Domínguez> <isMarriedTo> <Emilio_Fernández> => <Emilio_Fernández> <created> <Pueblerina>	<Columba_Domínguez> <Pueblerina> <Emilio_Fernández>	<isMarriedTo> <actedIn> <created>
?e <actedIn> ?b ?e <isMarriedTo> ?a => ?a <created> ?b	<Columba_Domínguez> <actedIn> <Maclovia_(1948_film)> <Columba_Domínguez> <isMarriedTo> <Emilio_Fernández> => <Emilio_Fernández> <created> <Maclovia_(1948_film)>	<Columba_Domínguez> <Emilio_Fernández> <Maclovia_(1948_film)>	<isMarriedTo> <actedIn> <created>
?e <hasChild> ?a ?e <hasChild> ?b => ?a <hasChild> ?b	<Augustus> <hasChild> <Julia_the_Elder> <Augustus> <hasChild> <Lucius_Caesar> => <Julia_the_Elder> <hasChild> <Lucius_Caesar>	<Julia_the_Elder> <Augustus> <Lucius_Caesar>	<hasChild>
?e <hasChild> ?a ?e <hasChild> ?b => ?a <hasChild> ?b	<Amenhotep_III> <hasChild> <Akhenaten> <Amenhotep_III> <hasChild> <Smenkhkare> => <Akhenaten> <hasChild> <Smenkhkare>	<Amenhotep_III> <Akhenaten> <Smenkhkare>	<hasChild>
?e <hasChild> ?a ?e <hasChild> ?b => ?a <hasChild> ?b	<Menkheperre> <hasChild> <Isetemkheb_D> <Menkheperre> <hasChild> <Henuttawy_(priestess)> => <Isetemkheb_D> <hasChild> <Henuttawy_(priestess)>	<Isetemkheb_D> <Menkheperre> <Henuttawy_(priestess)>	<hasChild>
?e <hasChild> ?a ?e <hasChild> ?b => ?a <hasChild> ?b	<Menkheperre> <hasChild> <Isetemkheb_D> <Menkheperre> <hasChild> <Smendes_II> => <Isetemkheb_D> <hasChild> <Smendes_II>	<Isetemkheb_D> <Menkheperre> <Smendes_II>	<hasChild>
?e <hasChild> ?a ?e <hasChild> ?b => ?a <hasChild> ?b	<Todd_Manning> <hasChild> <Téa_Delgado> <Todd_Manning> <hasChild> <Danielle_Rayburn> => <Téa_Delgado> <hasChild> <Danielle_Rayburn>	<Todd_Manning> <Danielle_Rayburn> <Téa_Delgado>	<hasChild>
?e <hasChild> ?a ?e <hasChild> ?b => ?a <hasChild> ?b	<Olivia_Spencer> <hasChild> <Phillip_Spaulding> <Olivia_Spencer> <hasChild> <Emma_Spaulding> => <Phillip_Spaulding> <hasChild> <Emma_Spaulding>	<Olivia_Spencer> <Emma_Spaulding> <Phillip_Spaulding>	<hasChild>
?e <hasChild> ?a ?e <hasChild> ?b => ?a <hasChild> ?b	<Harley_Cooper> <hasChild> <Phillip_Spaulding> <Harley_Cooper> <hasChild> <Zach_Spaulding> => <Phillip_Spaulding> <hasChild> <Zach_Spaulding>	<Phillip_Spaulding> <Zach_Spaulding> <Harley_Cooper>	<hasChild>
?e <hasChild> ?a ?e <hasChild> ?b => ?a <hasChild> ?b	<Phillip_Spaulding> <hasChild> <Olivia_Spencer> <Phillip_Spaulding> <hasChild> <Emma_Spaulding> => <Olivia_Spencer> <hasChild> <Emma_Spaulding>	<Olivia_Spencer> <Emma_Spaulding> <Phillip_Spaulding>	<hasChild>
?e <hasChild> ?a ?e <hasChild> ?b => ?a <hasChild> ?b	<Phillip_Spaulding> <hasChild> <Harley_Cooper> <Phillip_Spaulding> <hasChild> <Zach_Spaulding> => <Harley_Cooper> <hasChild> <Zach_Spaulding>	<Phillip_Spaulding> <Zach_Spaulding> <Harley_Cooper>	<hasChild>
?e <hasChild> ?a ?e <hasChild> ?b => ?a <hasChild> ?b	<Joe_Martin_(All_My_Children)> <hasChild> <Ruth_Martin_(All_My_Children)> <Joe_Martin_(All_My_Children)> <hasChild> <Jake_Martin_(All_My_Children)> => <Ruth_Martin_(All_My_Children)> <hasChild> <Jake_Martin_(All_My_Children)>	<Joe_Martin_(All_My_Children)> <Jake_Martin_(All_My_Children)> <Ruth_Martin_(All_My_Children)>	<hasChild>
?e <hasChild> ?a ?e <hasChild> ?b => ?a <hasChild> ?b	<Joe_Martin_(All_My_Children)> <hasChild> <Ruth_Martin_(All_My_Children)> <Joe_Martin_(All_My_Children)> <hasChild> <Tad_Martin> => <Ruth_Martin_(All_My_Children)> <hasChild> <Tad_Martin>	<Joe_Martin_(All_My_Children)> <Tad_Martin> <Ruth_Martin_(All_My_Children)>	<hasChild>
?e <hasChild> ?a ?e <hasChild> ?b => ?a <hasChild> ?b	<Ruth_Martin_(All_My_Children)> <hasChild> <Joe_Martin_(All_My_Children)> <Ruth_Martin_(All_My_Children)> <hasChild> <Jake_Martin_(All_My_Children)> => <Joe_Martin_(All_My_Children)> <hasChild> <Jake_Martin_(All_My_Children)>	<Joe_Martin_(All_My_Children)> <Jake_Martin_(All_My_Children)> <Ruth_Martin_(All_My_Children)>	<hasChild>
?e <hasChild> ?a ?e <hasChild> ?b => ?a <hasChild> ?b	<Ruth_Martin_(All_My_Children)> <hasChild> <Joe_Martin_(All_My_Children)> <Ruth_Martin_(All_My_Children)> <hasChild> <Tad_Martin> => <Joe_Martin_(All_My_Children)> <hasChild> <Tad_Martin>	<Joe_Martin_(All_My_Children)> <Tad_Martin> <Ruth_Martin_(All_My_Children)>	<hasChild>
?e <hasChild> ?a ?e <hasChild> ?b => ?a <hasChild> ?b	<Gus_Aitoro> <hasChild> <Natalia_Rivera_Aitoro> <Gus_Aitoro> <hasChild> <Rafe_Rivera> => <Natalia_Rivera_Aitoro> <hasChild> <Rafe_Rivera>	<Rafe_Rivera> <Natalia_Rivera_Aitoro> <Gus_Aitoro>	<hasChild>
?e <hasChild> ?a ?e <hasChild> ?b => ?a <hasChild> ?b	<Natalia_Rivera_Aitoro> <hasChild> <Gus_Aitoro> <Natalia_Rivera_Aitoro> <hasChild> <Rafe_Rivera> => <Gus_Aitoro> <hasChild> <Rafe_Rivera>	<Rafe_Rivera> <Natalia_Rivera_Aitoro> <Gus_Aitoro>	<hasChild>
?f <created> ?b ?a <influences> ?f => ?a <created> ?b	<Neil_Gaiman> <created> <Good_Omens> <Terry_Pratchett> <influences> <Neil_Gaiman> => <Terry_Pratchett> <created> <Good_Omens>	<Terry_Pratchett> <Good_Omens> <Neil_Gaiman>	<influences> <created>
?f <created> ?b ?a <influences> ?f => ?a <created> ?b	<Christopher_Tolkien> <created> <The_Children_of_Húrin> <J._R._R._Tolkien> <influences> <Christopher_Tolkien> => <J._R._R._Tolkien> <created> <The_Children_of_Húrin>	<The_Children_of_Húrin> <J._R._R._Tolkien> <Christopher_Tolkien>	<influences> <created>
?f <created> ?b ?a <influences> ?f => ?a <created> ?b	<Christopher_Tolkien> <created> <Unfinished_Tales> <J._R._R._Tolkien> <influences> <Christopher_Tolkien> => <J._R._R._Tolkien> <created> <Unfinished_Tales>	<J._R._R._Tolkien> <Christopher_Tolkien> <Unfinished_Tales>	<influences> <created>
?f <created> ?b ?a <influences> ?f => ?a <created> ?b	<Harry_Enfield> <created> <Harry_&_Paul> <Paul_Whitehouse> <influences> <Harry_Enfield> => <Paul_Whitehouse> <created> <Harry_&_Paul>	<Harry_&_Paul> <Harry_Enfield> <Paul_Whitehouse>	<influences> <created>
?f <created> ?b ?a <influences> ?f => ?a <created> ?b	<Stephen_Baxter> <created> <Time's_Eye_(novel)> <Arthur_C._Clarke> <influences> <Stephen_Baxter> => <Arthur_C._Clarke> <created> <Time's_Eye_(novel)>	<Stephen_Baxter> <Arthur_C._Clarke> <Time's_Eye_(novel)>	<influences> <created>
