RULE	EXAMPLE	ENTITIES	RELATIONS
?a <influences> ?f ?b <influences> ?f => ?a <influences> ?b	<Edvard_Kocbek> <influences> <Vinko_Ošlak> <Alojz_Rebula> <influences> <Vinko_Ošlak> => <Edvard_Kocbek> <influences> <Alojz_Rebula>	<Alojz_Rebula> <Edvard_Kocbek> <Vinko_Ošlak>	<influences>
?a <influences> ?f ?b <influences> ?f => ?a <influences> ?b	<Edvard_Kocbek> <influences> <Marjan_Rožanc> <Dominik_Smole> <influences> <Marjan_Rožanc> => <Edvard_Kocbek> <influences> <Dominik_Smole>	<Dominik_Smole> <Edvard_Kocbek> <Marjan_Rožanc>	<influences>
?a <influences> ?f ?b <influences> ?f => ?a <influences> ?b	<Edvard_Kocbek> <influences> <Jože_Snoj> <France_Balantič> <influences> <Jože_Snoj> => <Edvard_Kocbek> <influences> <France_Balantič>	<France_Balantič> <Edvard_Kocbek> <Jože_Snoj>	<influences>
?a <influences> ?f ?b <influences> ?f => ?a <influences> ?b	<Edvard_Kocbek> <influences> <Veno_Taufer> <Dominik_Smole> <influences> <Veno_Taufer> => <Edvard_Kocbek> <influences> <Dominik_Smole>	<Dominik_Smole> <Edvard_Kocbek> <Veno_Taufer>	<influences>
?a <influences> ?f ?b <influences> ?f => ?a <influences> ?b	<Edvard_Kocbek> <influences> <Drago_Jančar> <Dominik_Smole> <influences> <Drago_Jančar> => <Edvard_Kocbek> <influences> <Dominik_Smole>	<Drago_Jančar> <Dominik_Smole> <Edvard_Kocbek>	<influences>
?a <influences> ?f ?b <influences> ?f => ?a <influences> ?b	<Edvard_Kocbek> <influences> <Tine_Hribar> <Ivo_Urbančič> <influences> <Tine_Hribar> => <Edvard_Kocbek> <influences> <Ivo_Urbančič>	<Tine_Hribar> <Edvard_Kocbek> <Ivo_Urbančič>	<influences>
?a <influences> ?f ?b <influences> ?f => ?a <influences> ?b	<Edvard_Kocbek> <influences> <Vladimir_Truhlar> <France_Balantič> <influences> <Vladimir_Truhlar> => <Edvard_Kocbek> <influences> <France_Balantič>	<Edvard_Kocbek> <Vladimir_Truhlar> <France_Balantič>	<influences>
?a <influences> ?f ?b <influences> ?f => ?a <influences> ?b	<Edvard_Kocbek> <influences> <Alojz_Rebula> <France_Balantič> <influences> <Alojz_Rebula> => <Edvard_Kocbek> <influences> <France_Balantič>	<Edvard_Kocbek> <France_Balantič> <Alojz_Rebula>	<influences>
?a <influences> ?f ?b <influences> ?f => ?a <influences> ?b	<Dragotin_Kette> <influences> <Alojz_Rebula> <Oton_Župančič> <influences> <Alojz_Rebula> => <Dragotin_Kette> <influences> <Oton_Župančič>	<Alojz_Rebula> <Oton_Župančič> <Dragotin_Kette>	<influences>
?a <influences> ?f ?b <influences> ?f => ?a <influences> ?b	<Dragotin_Kette> <influences> <Alojz_Rebula> <Ivan_Cankar> <influences> <Alojz_Rebula> => <Dragotin_Kette> <influences> <Ivan_Cankar>	<Alojz_Rebula> <Dragotin_Kette> <Ivan_Cankar>	<influences>
?a <influences> ?f ?b <influences> ?f => ?a <influences> ?b	<Dragotin_Kette> <influences> <Srečko_Kosovel> <Ivan_Cankar> <influences> <Srečko_Kosovel> => <Dragotin_Kette> <influences> <Ivan_Cankar>	<Ivan_Cankar> <Srečko_Kosovel> <Dragotin_Kette>	<influences>
?a <influences> ?f ?b <influences> ?f => ?a <influences> ?b	<Dragotin_Kette> <influences> <Srečko_Kosovel> <Josip_Murn_Aleksandrov> <influences> <Srečko_Kosovel> => <Dragotin_Kette> <influences> <Josip_Murn_Aleksandrov>	<Srečko_Kosovel> <Josip_Murn_Aleksandrov> <Dragotin_Kette>	<influences>
?a <influences> ?f ?b <influences> ?f => ?a <influences> ?b	<Dragotin_Kette> <influences> <Alojz_Gradnik> <Josip_Murn_Aleksandrov> <influences> <Alojz_Gradnik> => <Dragotin_Kette> <influences> <Josip_Murn_Aleksandrov>	<Alojz_Gradnik> <Josip_Murn_Aleksandrov> <Dragotin_Kette>	<influences>
?a <influences> ?f ?b <influences> ?f => ?a <influences> ?b	<Dominik_Smole> <influences> <Drago_Jančar> <Rudi_Šeligo> <influences> <Drago_Jančar> => <Dominik_Smole> <influences> <Rudi_Šeligo>	<Drago_Jančar> <Dominik_Smole> <Rudi_Šeligo>	<influences>
?a <influences> ?f ?b <influences> ?f => ?a <influences> ?b	<Edward_Said> <influences> <Homi_K._Bhabha> <R._Radhakrishnan> <influences> <Homi_K._Bhabha> => <Edward_Said> <influences> <R._Radhakrishnan>	<Homi_K._Bhabha> <R._Radhakrishnan> <Edward_Said>	<influences>
?a <influences> ?f ?b <influences> ?f => ?a <influences> ?b	<Edward_Said> <influences> <R._Radhakrishnan> <Homi_K._Bhabha> <influences> <R._Radhakrishnan> => <Edward_Said> <influences> <Homi_K._Bhabha>	<Homi_K._Bhabha> <R._Radhakrishnan> <Edward_Said>	<influences>
?a <isMarriedTo> ?f ?b <isMarriedTo> ?f => ?a <hasChild> ?b	<Alan_Spaulding> <isMarriedTo> <Olivia_Spencer> <Phillip_Spaulding> <isMarriedTo> <Olivia_Spencer> => <Alan_Spaulding> <hasChild> <Phillip_Spaulding>	<Phillip_Spaulding> <Alan_Spaulding> <Olivia_Spencer>	<isMarriedTo> <hasChild>
?a <isMarriedTo> ?f ?b <isMarriedTo> ?f => ?a <hasChild> ?b	<Akhenaten> <isMarriedTo> <Meritaten> <Smenkhkare> <isMarriedTo> <Meritaten> => <Akhenaten> <hasChild> <Smenkhkare>	<Akhenaten> <Meritaten> <Smenkhkare>	<isMarriedTo> <hasChild>
?a <isMarriedTo> ?f ?b <isMarriedTo> ?f => ?a <hasChild> ?b	<Tiye> <isMarriedTo> <Amenhotep_III> <Iset_(daughter_of_Amenhotep_III)> <isMarriedTo> <Amenhotep_III> => <Tiye> <hasChild> <Iset_(daughter_of_Amenhotep_III)>	<Tiye> <Iset_(daughter_of_Amenhotep_III)> <Amenhotep_III>	<isMarriedTo> <hasChild>
?a <isMarriedTo> ?f ?b <isMarriedTo> ?f => ?a <hasChild> ?b	<Tiye> <isMarriedTo> <Amenhotep_III> <Sitamun> <isMarriedTo> <Amenhotep_III> => <Tiye> <hasChild> <Sitamun>	<Tiye> <Sitamun> <Amenhotep_III>	<isMarriedTo> <hasChild>
?a <isMarriedTo> ?f ?b <isMarriedTo> ?f => ?a <hasChild> ?b	<Dorian_Lord> <isMarriedTo> <David_Vickers> <Cramer_family> <isMarriedTo> <David_Vickers> => <Dorian_Lord> <hasChild> <Cramer_family>	<David_Vickers> <Dorian_Lord> <Cramer_family>	<isMarriedTo> <hasChild>
?a <hasChild> ?f ?f <produced> ?b => ?a <actedIn> ?b	<John_Wayne> <hasChild> <Michael_Wayne> <Michael_Wayne> <produced> <The_Train_Robbers> => <John_Wayne> <actedIn> <The_Train_Robbers>	<The_Train_Robbers> <Michael_Wayne> <John_Wayne>	<produced> <actedIn> <hasChild>
?a <hasChild> ?f ?f <produced> ?b => ?a <actedIn> ?b	<John_Wayne> <hasChild> <Michael_Wayne> <Michael_Wayne> <produced> <Cahill_U.S._Marshal> => <John_Wayne> <actedIn> <Cahill_U.S._Marshal>	<Michael_Wayne> <John_Wayne> <Cahill_U.S._Marshal>	<produced> <actedIn> <hasChild>
?a <hasChild> ?f ?f <produced> ?b => ?a <actedIn> ?b	<John_Wayne> <hasChild> <Michael_Wayne> <Michael_Wayne> <produced> <The_Green_Berets_(film)> => <John_Wayne> <actedIn> <The_Green_Berets_(film)>	<Michael_Wayne> <John_Wayne> <The_Green_Berets_(film)>	<produced> <actedIn> <hasChild>
?f <actedIn> ?b ?a <hasChild> ?f => ?a <actedIn> ?b	<Patrick_Wayne> <actedIn> <Big_Jake_(film)> <John_Wayne> <hasChild> <Patrick_Wayne> => <John_Wayne> <actedIn> <Big_Jake_(film)>	<Big_Jake_(film)> <John_Wayne> <Patrick_Wayne>	<actedIn> <hasChild>
?f <actedIn> ?b ?a <hasChild> ?f => ?a <actedIn> ?b	<Samuel_West> <actedIn> <Stiff_Upper_Lips> <Prunella_Scales> <hasChild> <Samuel_West> => <Prunella_Scales> <actedIn> <Stiff_Upper_Lips>	<Stiff_Upper_Lips> <Samuel_West> <Prunella_Scales>	<actedIn> <hasChild>
?f <actedIn> ?b ?a <hasChild> ?f => ?a <actedIn> ?b	<Sanjay_Dutt> <actedIn> <Munna_Bhai_M.B.B.S.> <Sunil_Dutt> <hasChild> <Sanjay_Dutt> => <Sunil_Dutt> <actedIn> <Munna_Bhai_M.B.B.S.>	<Munna_Bhai_M.B.B.S.> <Sanjay_Dutt> <Sunil_Dutt>	<actedIn> <hasChild>
?f <actedIn> ?b ?a <hasChild> ?f => ?a <actedIn> ?b	<Abhishek_Bachchan> <actedIn> <Drona_(film)> <Jaya_Bachchan> <hasChild> <Abhishek_Bachchan> => <Jaya_Bachchan> <actedIn> <Drona_(film)>	<Jaya_Bachchan> <Drona_(film)> <Abhishek_Bachchan>	<actedIn> <hasChild>
?f <actedIn> ?b ?a <hasChild> ?f => ?a <actedIn> ?b	<Saif_Ali_Khan> <actedIn> <Aashiq_Awara> <Sharmila_Tagore> <hasChild> <Saif_Ali_Khan> => <Sharmila_Tagore> <actedIn> <Aashiq_Awara>	<Sharmila_Tagore> <Aashiq_Awara> <Saif_Ali_Khan>	<actedIn> <hasChild>
?f <hasChild> ?b ?a <hasChild> ?f => ?a <hasChild> ?b	<Akhenaten> <hasChild> <Smenkhkare> <Amenhotep_III> <hasChild> <Akhenaten> => <Amenhotep_III> <hasChild> <Smenkhkare>	<Akhenaten> <Amenhotep_III> <Smenkhkare>	<hasChild>
?f <hasChild> ?b ?a <hasChild> ?f => ?a <hasChild> ?b	<Julia_the_Elder> <hasChild> <Lucius_Caesar> <Augustus> <hasChild> <Julia_the_Elder> => <Augustus> <hasChild> <Lucius_Caesar>	<Julia_the_Elder> <Lucius_Caesar> <Augustus>	<hasChild>
?f <hasChild> ?b ?a <hasChild> ?f => ?a <hasChild> ?b	<Isetemkheb_D> <hasChild> <Smendes_II> <Menkheperre> <hasChild> <Isetemkheb_D> => <Menkheperre> <hasChild> <Smendes_II>	<Isetemkheb_D> <Menkheperre> <Smendes_II>	<hasChild>
?f <hasChild> ?b ?a <hasChild> ?f => ?a <hasChild> ?b	<Isetemkheb_D> <hasChild> <Henuttawy_(priestess)> <Menkheperre> <hasChild> <Isetemkheb_D> => <Menkheperre> <hasChild> <Henuttawy_(priestess)>	<Isetemkheb_D> <Menkheperre> <Henuttawy_(priestess)>	<hasChild>
?f <hasChild> ?b ?a <hasChild> ?f => ?a <hasChild> ?b	<Olivia_Spencer> <hasChild> <Emma_Spaulding> <Phillip_Spaulding> <hasChild> <Olivia_Spencer> => <Phillip_Spaulding> <hasChild> <Emma_Spaulding>	<Phillip_Spaulding> <Olivia_Spencer> <Emma_Spaulding>	<hasChild>
?f <hasChild> ?b ?a <hasChild> ?f => ?a <hasChild> ?b	<Harley_Cooper> <hasChild> <Zach_Spaulding> <Phillip_Spaulding> <hasChild> <Harley_Cooper> => <Phillip_Spaulding> <hasChild> <Zach_Spaulding>	<Harley_Cooper> <Zach_Spaulding> <Phillip_Spaulding>	<hasChild>
?f <hasChild> ?b ?a <hasChild> ?f => ?a <hasChild> ?b	<Phillip_Spaulding> <hasChild> <Emma_Spaulding> <Olivia_Spencer> <hasChild> <Phillip_Spaulding> => <Olivia_Spencer> <hasChild> <Emma_Spaulding>	<Phillip_Spaulding> <Olivia_Spencer> <Emma_Spaulding>	<hasChild>
?f <hasChild> ?b ?a <hasChild> ?f => ?a <hasChild> ?b	<Phillip_Spaulding> <hasChild> <Zach_Spaulding> <Harley_Cooper> <hasChild> <Phillip_Spaulding> => <Harley_Cooper> <hasChild> <Zach_Spaulding>	<Phillip_Spaulding> <Harley_Cooper> <Zach_Spaulding>	<hasChild>
?f <hasChild> ?b ?a <hasChild> ?f => ?a <hasChild> ?b	<Joe_Martin_(All_My_Children)> <hasChild> <Tad_Martin> <Ruth_Martin_(All_My_Children)> <hasChild> <Joe_Martin_(All_My_Children)> => <Ruth_Martin_(All_My_Children)> <hasChild> <Tad_Martin>	<Tad_Martin> <Joe_Martin_(All_My_Children)> <Ruth_Martin_(All_My_Children)>	<hasChild>
?f <hasChild> ?b ?a <hasChild> ?f => ?a <hasChild> ?b	<Joe_Martin_(All_My_Children)> <hasChild> <Jake_Martin_(All_My_Children)> <Ruth_Martin_(All_My_Children)> <hasChild> <Joe_Martin_(All_My_Children)> => <Ruth_Martin_(All_My_Children)> <hasChild> <Jake_Martin_(All_My_Children)>	<Ruth_Martin_(All_My_Children)> <Joe_Martin_(All_My_Children)> <Jake_Martin_(All_My_Children)>	<hasChild>
?f <hasChild> ?b ?a <hasChild> ?f => ?a <hasChild> ?b	<Ruth_Martin_(All_My_Children)> <hasChild> <Tad_Martin> <Joe_Martin_(All_My_Children)> <hasChild> <Ruth_Martin_(All_My_Children)> => <Joe_Martin_(All_My_Children)> <hasChild> <Tad_Martin>	<Ruth_Martin_(All_My_Children)> <Joe_Martin_(All_My_Children)> <Tad_Martin>	<hasChild>
?f <hasChild> ?b ?a <hasChild> ?f => ?a <hasChild> ?b	<Ruth_Martin_(All_My_Children)> <hasChild> <Jake_Martin_(All_My_Children)> <Joe_Martin_(All_My_Children)> <hasChild> <Ruth_Martin_(All_My_Children)> => <Joe_Martin_(All_My_Children)> <hasChild> <Jake_Martin_(All_My_Children)>	<Ruth_Martin_(All_My_Children)> <Joe_Martin_(All_My_Children)> <Jake_Martin_(All_My_Children)>	<hasChild>
?f <hasChild> ?b ?a <hasChild> ?f => ?a <hasChild> ?b	<Gus_Aitoro> <hasChild> <Rafe_Rivera> <Natalia_Rivera_Aitoro> <hasChild> <Gus_Aitoro> => <Natalia_Rivera_Aitoro> <hasChild> <Rafe_Rivera>	<Rafe_Rivera> <Gus_Aitoro> <Natalia_Rivera_Aitoro>	<hasChild>
?f <hasChild> ?b ?a <hasChild> ?f => ?a <hasChild> ?b	<Natalia_Rivera_Aitoro> <hasChild> <Rafe_Rivera> <Gus_Aitoro> <hasChild> <Natalia_Rivera_Aitoro> => <Gus_Aitoro> <hasChild> <Rafe_Rivera>	<Gus_Aitoro> <Rafe_Rivera> <Natalia_Rivera_Aitoro>	<hasChild>
?f <hasChild> ?b ?a <hasChild> ?f => ?a <hasChild> ?b	<Téa_Delgado> <hasChild> <Danielle_Rayburn> <Todd_Manning> <hasChild> <Téa_Delgado> => <Todd_Manning> <hasChild> <Danielle_Rayburn>	<Téa_Delgado> <Todd_Manning> <Danielle_Rayburn>	<hasChild>
?f <actedIn> ?b ?a <influences> ?f => ?a <actedIn> ?b	<Chris_Rock> <actedIn> <Dr._Dolittle_(film)> <Eddie_Murphy> <influences> <Chris_Rock> => <Eddie_Murphy> <actedIn> <Dr._Dolittle_(film)>	<Eddie_Murphy> <Dr._Dolittle_(film)> <Chris_Rock>	<actedIn> <influences>
?f <actedIn> ?b ?a <influences> ?f => ?a <actedIn> ?b	<Richard_Pryor> <actedIn> <Harlem_Nights> <Redd_Foxx> <influences> <Richard_Pryor> => <Redd_Foxx> <actedIn> <Harlem_Nights>	<Redd_Foxx> <Richard_Pryor> <Harlem_Nights>	<actedIn> <influences>
?f <actedIn> ?b ?a <influences> ?f => ?a <actedIn> ?b	<Martin_Lawrence> <actedIn> <Life_(film)> <Eddie_Murphy> <influences> <Martin_Lawrence> => <Eddie_Murphy> <actedIn> <Life_(film)>	<Eddie_Murphy> <Martin_Lawrence> <Life_(film)>	<actedIn> <influences>
?f <actedIn> ?b ?a <influences> ?f => ?a <actedIn> ?b	<George_Carlin> <actedIn> <Car_Wash_(film)> <Richard_Pryor> <influences> <George_Carlin> => <Richard_Pryor> <actedIn> <Car_Wash_(film)>	<Car_Wash_(film)> <Richard_Pryor> <George_Carlin>	<actedIn> <influences>
?f <actedIn> ?b ?a <influences> ?f => ?a <actedIn> ?b	<Dave_Chappelle> <actedIn> <The_Nutty_Professor_(1996_film)> <Eddie_Murphy> <influences> <Dave_Chappelle> => <Eddie_Murphy> <actedIn> <The_Nutty_Professor_(1996_film)>	<Dave_Chappelle> <The_Nutty_Professor_(1996_film)> <Eddie_Murphy>	<actedIn> <influences>
?f <actedIn> ?b ?a <influences> ?f => ?a <actedIn> ?b	<Dave_Chappelle> <actedIn> <Blue_Streak_(film)> <Martin_Lawrence> <influences> <Dave_Chappelle> => <Martin_Lawrence> <actedIn> <Blue_Streak_(film)>	<Dave_Chappelle> <Martin_Lawrence> <Blue_Streak_(film)>	<actedIn> <influences>
?f <actedIn> ?b ?a <influences> ?f => ?a <actedIn> ?b	<Tracy_Morgan> <actedIn> <Death_at_a_Funeral_(2010_film)> <Martin_Lawrence> <influences> <Tracy_Morgan> => <Martin_Lawrence> <actedIn> <Death_at_a_Funeral_(2010_film)>	<Death_at_a_Funeral_(2010_film)> <Martin_Lawrence> <Tracy_Morgan>	<actedIn> <influences>
?f <actedIn> ?b ?a <influences> ?f => ?a <actedIn> ?b	<Kevin_Hart_(actor)> <actedIn> <Death_at_a_Funeral_(2010_film)> <Martin_Lawrence> <influences> <Kevin_Hart_(actor)> => <Martin_Lawrence> <actedIn> <Death_at_a_Funeral_(2010_film)>	<Death_at_a_Funeral_(2010_film)> <Kevin_Hart_(actor)> <Martin_Lawrence>	<actedIn> <influences>
?e <isMarriedTo> ?b ?a <isMarriedTo> ?e => ?a <hasChild> ?b	<Akhenaten> <isMarriedTo> <Meritaten> <Nefertiti> <isMarriedTo> <Akhenaten> => <Nefertiti> <hasChild> <Meritaten>	<Akhenaten> <Meritaten> <Nefertiti>	<isMarriedTo> <hasChild>
?e <isMarriedTo> ?b ?a <isMarriedTo> ?e => ?a <hasChild> ?b	<Olivia_Spencer> <isMarriedTo> <Phillip_Spaulding> <Alan_Spaulding> <isMarriedTo> <Olivia_Spencer> => <Alan_Spaulding> <hasChild> <Phillip_Spaulding>	<Phillip_Spaulding> <Alan_Spaulding> <Olivia_Spencer>	<isMarriedTo> <hasChild>
?e <isMarriedTo> ?a ?e <produced> ?b => ?a <actedIn> ?b	<Warren_Beatty> <isMarriedTo> <Annette_Bening> <Warren_Beatty> <produced> <Love_Affair_(1994_film)> => <Annette_Bening> <actedIn> <Love_Affair_(1994_film)>	<Love_Affair_(1994_film)> <Warren_Beatty> <Annette_Bening>	<isMarriedTo> <actedIn> <produced>
?e <isMarriedTo> ?a ?e <produced> ?b => ?a <actedIn> ?b	<Warren_Beatty> <isMarriedTo> <Annette_Bening> <Warren_Beatty> <produced> <Bugsy> => <Annette_Bening> <actedIn> <Bugsy>	<Bugsy> <Warren_Beatty> <Annette_Bening>	<isMarriedTo> <actedIn> <produced>
?e <isMarriedTo> ?a ?e <produced> ?b => ?a <actedIn> ?b	<King_Vidor> <isMarriedTo> <Eleanor_Boardman> <King_Vidor> <produced> <Wine_of_Youth> => <Eleanor_Boardman> <actedIn> <Wine_of_Youth>	<Eleanor_Boardman> <Wine_of_Youth> <King_Vidor>	<isMarriedTo> <actedIn> <produced>
?e <isMarriedTo> ?a ?e <produced> ?b => ?a <actedIn> ?b	<King_Vidor> <isMarriedTo> <Florence_Vidor> <King_Vidor> <produced> <The_Family_Honor> => <Florence_Vidor> <actedIn> <The_Family_Honor>	<Florence_Vidor> <The_Family_Honor> <King_Vidor>	<isMarriedTo> <actedIn> <produced>
?e <isMarriedTo> ?a ?e <produced> ?b => ?a <actedIn> ?b	<King_Vidor> <isMarriedTo> <Florence_Vidor> <King_Vidor> <produced> <Real_Adventure> => <Florence_Vidor> <actedIn> <Real_Adventure>	<Florence_Vidor> <Real_Adventure> <King_Vidor>	<isMarriedTo> <actedIn> <produced>
?e <isMarriedTo> ?a ?e <produced> ?b => ?a <actedIn> ?b	<King_Vidor> <isMarriedTo> <Florence_Vidor> <King_Vidor> <produced> <Dusk_to_Dawn> => <Florence_Vidor> <actedIn> <Dusk_to_Dawn>	<Florence_Vidor> <Dusk_to_Dawn> <King_Vidor>	<isMarriedTo> <actedIn> <produced>
?e <isMarriedTo> ?a ?e <produced> ?b => ?a <actedIn> ?b	<Kenneth_Branagh> <isMarriedTo> <Emma_Thompson> <Kenneth_Branagh> <produced> <Peter's_Friends> => <Emma_Thompson> <actedIn> <Peter's_Friends>	<Peter's_Friends> <Emma_Thompson> <Kenneth_Branagh>	<isMarriedTo> <actedIn> <produced>
?e <isMarriedTo> ?a ?e <produced> ?b => ?a <actedIn> ?b	<Irving_Thalberg> <isMarriedTo> <Norma_Shearer> <Irving_Thalberg> <produced> <Private_Lives_(film)> => <Norma_Shearer> <actedIn> <Private_Lives_(film)>	<Irving_Thalberg> <Norma_Shearer> <Private_Lives_(film)>	<isMarriedTo> <actedIn> <produced>
?e <isMarriedTo> ?a ?e <produced> ?b => ?a <actedIn> ?b	<Irving_Thalberg> <isMarriedTo> <Norma_Shearer> <Irving_Thalberg> <produced> <The_Barretts_of_Wimpole_Street> => <Norma_Shearer> <actedIn> <The_Barretts_of_Wimpole_Street>	<The_Barretts_of_Wimpole_Street> <Irving_Thalberg> <Norma_Shearer>	<isMarriedTo> <actedIn> <produced>
?e <isMarriedTo> ?a ?e <produced> ?b => ?a <actedIn> ?b	<Irving_Thalberg> <isMarriedTo> <Norma_Shearer> <Irving_Thalberg> <produced> <A_Free_Soul> => <Norma_Shearer> <actedIn> <A_Free_Soul>	<Irving_Thalberg> <Norma_Shearer> <A_Free_Soul>	<isMarriedTo> <actedIn> <produced>
?e <isMarriedTo> ?a ?e <produced> ?b => ?a <actedIn> ?b	<Irving_Thalberg> <isMarriedTo> <Norma_Shearer> <Irving_Thalberg> <produced> <The_Last_of_Mrs._Cheyney_(1929_film)> => <Norma_Shearer> <actedIn> <The_Last_of_Mrs._Cheyney_(1929_film)>	<Irving_Thalberg> <Norma_Shearer> <The_Last_of_Mrs._Cheyney_(1929_film)>	<isMarriedTo> <actedIn> <produced>
?e <isMarriedTo> ?a ?e <produced> ?b => ?a <actedIn> ?b	<James_Cruze> <isMarriedTo> <Betty_Compson> <James_Cruze> <produced> <The_Great_Gabbo> => <Betty_Compson> <actedIn> <The_Great_Gabbo>	<The_Great_Gabbo> <Betty_Compson> <James_Cruze>	<isMarriedTo> <actedIn> <produced>
?e <isMarriedTo> ?a ?e <produced> ?b => ?a <actedIn> ?b	<Nancy_Juvonen> <isMarriedTo> <Jimmy_Fallon> <Nancy_Juvonen> <produced> <Fever_Pitch_(2005_film)> => <Jimmy_Fallon> <actedIn> <Fever_Pitch_(2005_film)>	<Nancy_Juvonen> <Fever_Pitch_(2005_film)> <Jimmy_Fallon>	<isMarriedTo> <actedIn> <produced>
?a <isMarriedTo> ?e ?e <produced> ?b => ?a <actedIn> ?b	<Norma_Shearer> <isMarriedTo> <Irving_Thalberg> <Irving_Thalberg> <produced> <Private_Lives_(film)> => <Norma_Shearer> <actedIn> <Private_Lives_(film)>	<Irving_Thalberg> <Norma_Shearer> <Private_Lives_(film)>	<isMarriedTo> <actedIn> <produced>
?a <isMarriedTo> ?e ?e <produced> ?b => ?a <actedIn> ?b	<Norma_Shearer> <isMarriedTo> <Irving_Thalberg> <Irving_Thalberg> <produced> <The_Barretts_of_Wimpole_Street> => <Norma_Shearer> <actedIn> <The_Barretts_of_Wimpole_Street>	<The_Barretts_of_Wimpole_Street> <Irving_Thalberg> <Norma_Shearer>	<isMarriedTo> <actedIn> <produced>
?a <isMarriedTo> ?e ?e <produced> ?b => ?a <actedIn> ?b	<Norma_Shearer> <isMarriedTo> <Irving_Thalberg> <Irving_Thalberg> <produced> <A_Free_Soul> => <Norma_Shearer> <actedIn> <A_Free_Soul>	<Irving_Thalberg> <Norma_Shearer> <A_Free_Soul>	<isMarriedTo> <actedIn> <produced>
?a <isMarriedTo> ?e ?e <produced> ?b => ?a <actedIn> ?b	<Norma_Shearer> <isMarriedTo> <Irving_Thalberg> <Irving_Thalberg> <produced> <The_Last_of_Mrs._Cheyney_(1929_film)> => <Norma_Shearer> <actedIn> <The_Last_of_Mrs._Cheyney_(1929_film)>	<Irving_Thalberg> <Norma_Shearer> <The_Last_of_Mrs._Cheyney_(1929_film)>	<isMarriedTo> <actedIn> <produced>
?a <isMarriedTo> ?e ?e <produced> ?b => ?a <actedIn> ?b	<Emma_Thompson> <isMarriedTo> <Kenneth_Branagh> <Kenneth_Branagh> <produced> <Peter's_Friends> => <Emma_Thompson> <actedIn> <Peter's_Friends>	<Peter's_Friends> <Emma_Thompson> <Kenneth_Branagh>	<isMarriedTo> <actedIn> <produced>
?a <isMarriedTo> ?e ?e <produced> ?b => ?a <actedIn> ?b	<Betty_Compson> <isMarriedTo> <James_Cruze> <James_Cruze> <produced> <The_Great_Gabbo> => <Betty_Compson> <actedIn> <The_Great_Gabbo>	<The_Great_Gabbo> <Betty_Compson> <James_Cruze>	<isMarriedTo> <actedIn> <produced>
?a <isMarriedTo> ?e ?e <produced> ?b => ?a <actedIn> ?b	<Annette_Bening> <isMarriedTo> <Warren_Beatty> <Warren_Beatty> <produced> <Love_Affair_(1994_film)> => <Annette_Bening> <actedIn> <Love_Affair_(1994_film)>	<Love_Affair_(1994_film)> <Warren_Beatty> <Annette_Bening>	<isMarriedTo> <actedIn> <produced>
?a <isMarriedTo> ?e ?e <produced> ?b => ?a <actedIn> ?b	<Annette_Bening> <isMarriedTo> <Warren_Beatty> <Warren_Beatty> <produced> <Bugsy> => <Annette_Bening> <actedIn> <Bugsy>	<Bugsy> <Warren_Beatty> <Annette_Bening>	<isMarriedTo> <actedIn> <produced>
?a <isMarriedTo> ?e ?e <produced> ?b => ?a <actedIn> ?b	<Jimmy_Fallon> <isMarriedTo> <Nancy_Juvonen> <Nancy_Juvonen> <produced> <Fever_Pitch_(2005_film)> => <Jimmy_Fallon> <actedIn> <Fever_Pitch_(2005_film)>	<Nancy_Juvonen> <Fever_Pitch_(2005_film)> <Jimmy_Fallon>	<isMarriedTo> <actedIn> <produced>
?a <isMarriedTo> ?e ?e <produced> ?b => ?a <actedIn> ?b	<Eleanor_Boardman> <isMarriedTo> <King_Vidor> <King_Vidor> <produced> <Wine_of_Youth> => <Eleanor_Boardman> <actedIn> <Wine_of_Youth>	<Eleanor_Boardman> <Wine_of_Youth> <King_Vidor>	<isMarriedTo> <actedIn> <produced>
?e <hasChild> ?b ?e <isMarriedTo> ?a => ?a <hasChild> ?b	<Augustus> <hasChild> <Julia_the_Elder> <Augustus> <isMarriedTo> <Scribonia> => <Scribonia> <hasChild> <Julia_the_Elder>	<Julia_the_Elder> <Scribonia> <Augustus>	<isMarriedTo> <hasChild>
?e <hasChild> ?b ?e <isMarriedTo> ?a => ?a <hasChild> ?b	<Alexander_III_of_Russia> <hasChild> <Grand_Duke_Michael_Alexandrovich_of_Russia> <Alexander_III_of_Russia> <isMarriedTo> <Maria_Feodorovna_(Dagmar_of_Denmark)> => <Maria_Feodorovna_(Dagmar_of_Denmark)> <hasChild> <Grand_Duke_Michael_Alexandrovich_of_Russia>	<Grand_Duke_Michael_Alexandrovich_of_Russia> <Maria_Feodorovna_(Dagmar_of_Denmark)> <Alexander_III_of_Russia>	<isMarriedTo> <hasChild>
?e <hasChild> ?b ?e <isMarriedTo> ?a => ?a <hasChild> ?b	<Alexander_III_of_Russia> <hasChild> <Nicholas_II_of_Russia> <Alexander_III_of_Russia> <isMarriedTo> <Maria_Feodorovna_(Dagmar_of_Denmark)> => <Maria_Feodorovna_(Dagmar_of_Denmark)> <hasChild> <Nicholas_II_of_Russia>	<Maria_Feodorovna_(Dagmar_of_Denmark)> <Nicholas_II_of_Russia> <Alexander_III_of_Russia>	<isMarriedTo> <hasChild>
